Internal drug ID,Drug type,Phase,Gene,DOE,Mechanism,Supporting sources
1171,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1171,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1171,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1171,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1172,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1173,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1174,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1175,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1176,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1177,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1177,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1177,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1178,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1179,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1180,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1181,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1181,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1181,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1182,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1182,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1182,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1182,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1182,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1182,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1182,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL' 'DrugBank' 'GTP']
1182,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1182,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1182,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1183,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1183,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1184,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL']
1185,Small molecule,4.0,SCN10A,Negative modulator,Blocker,['CHEMBL']
1185,Small molecule,4.0,SCN11A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1185,Small molecule,4.0,SCN1A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1185,Small molecule,4.0,SCN2A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1185,Small molecule,4.0,SCN3A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1185,Small molecule,4.0,SCN4A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1185,Small molecule,4.0,SCN5A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1185,Small molecule,4.0,SCN7A,Negative modulator,Blocker,['CHEMBL']
1185,Small molecule,4.0,SCN8A,Negative modulator,Blocker,['CHEMBL']
1185,Small molecule,4.0,SCN9A,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1186,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRA1B,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRA1D,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRA2B,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRA2C,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRB1,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['CHEMBL']
1186,Small molecule,4.0,ADRB3,Negative modulator,Antagonist,['CHEMBL']
1187,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRA1B,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRA1D,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRA2B,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRA2C,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL']
1187,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRA1B,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRA1D,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRA2B,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRA2C,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL']
1188,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['CHEMBL']
1189,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1189,Small molecule,4.0,ADRA1B,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1189,Small molecule,4.0,ADRA1D,Positive modulator,Agonist,['CHEMBL' 'GTP']
1189,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
1189,Small molecule,4.0,ADRA2B,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1189,Small molecule,4.0,ADRA2C,Positive modulator,Agonist,['CHEMBL']
1189,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1189,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1189,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['CHEMBL']
1190,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1190,Small molecule,4.0,ADRA1B,Positive modulator,Agonist,['CHEMBL']
1190,Small molecule,4.0,ADRA1D,Positive modulator,Agonist,['CHEMBL']
1190,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['CHEMBL']
1190,Small molecule,4.0,ADRA2B,Positive modulator,Agonist,['CHEMBL']
1190,Small molecule,4.0,ADRA2C,Positive modulator,Agonist,['CHEMBL']
1190,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1190,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL']
1190,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['CHEMBL']
1191,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1191,Small molecule,4.0,ADRA1B,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1191,Small molecule,4.0,ADRA1D,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1191,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1191,Small molecule,4.0,ADRA2B,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
1191,Small molecule,4.0,ADRA2C,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
1191,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1191,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1191,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1192,Small molecule,4.0,ADRA1A,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRA1B,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRA1D,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRA2A,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRA2B,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRA2C,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['CHEMBL']
1192,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['CHEMBL']
1193,Small molecule,4.0,DRD2,Positive modulator,Agonist,['CHEMBL']
1193,Small molecule,4.0,DRD3,Positive modulator,Agonist,['CHEMBL']
1193,Small molecule,4.0,DRD4,Positive modulator,Agonist,['CHEMBL']
1194,Small molecule,4.0,DRD2,Positive modulator,Agonist,['CHEMBL']
1194,Small molecule,4.0,DRD3,Positive modulator,Agonist,['CHEMBL']
1194,Small molecule,4.0,DRD4,Positive modulator,Agonist,['CHEMBL']
1195,Small molecule,4.0,DRD2,Positive modulator,Agonist,['CHEMBL']
1195,Small molecule,4.0,DRD3,Positive modulator,Agonist,['CHEMBL']
1195,Small molecule,4.0,DRD4,Positive modulator,Agonist,['CHEMBL']
1196,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
1196,Small molecule,4.0,DRD3,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
1196,Small molecule,4.0,DRD4,Negative modulator,Antagonist,['CHEMBL' 'DrugBank']
1197,Small molecule,4.0,DRD2,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
1197,Small molecule,4.0,DRD3,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
1197,Small molecule,4.0,DRD4,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
1198,Small molecule,4.0,DRD2,Positive modulator,Agonist,['CHEMBL' 'DrugBank' 'GTP']
1198,Small molecule,4.0,DRD3,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1198,Small molecule,4.0,DRD4,Positive modulator,Agonist,['CHEMBL' 'DrugBank']
1199,Unknown,4.0,FGA,Negative modulator,Inhibitor,['CHEMBL']
1199,Unknown,4.0,FGB,Negative modulator,Inhibitor,['CHEMBL']
1199,Unknown,4.0,FGG,Negative modulator,Inhibitor,['CHEMBL']
1200,Antibody,4.0,ITGB2,Negative modulator,Inhibitor,['CHEMBL']
1201,Small molecule,4.0,KCNK3,Negative modulator,Blocker,['CHEMBL']
1201,Small molecule,4.0,KCNK9,Negative modulator,Blocker,['CHEMBL']
1202,Small molecule,4.0,CACNA1G,Negative modulator,Blocker,['CHEMBL']
1202,Small molecule,4.0,CACNA1H,Negative modulator,Blocker,['CHEMBL']
1202,Small molecule,4.0,CACNA1I,Negative modulator,Blocker,['CHEMBL']
1203,Small molecule,4.0,CACNA1G,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1203,Small molecule,4.0,CACNA1H,Negative modulator,Blocker,['CHEMBL']
1203,Small molecule,4.0,CACNA1I,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1204,Small molecule,4.0,CACNA1G,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1204,Small molecule,4.0,CACNA1H,Negative modulator,Blocker,['CHEMBL']
1204,Small molecule,4.0,CACNA1I,Negative modulator,Blocker,['CHEMBL']
1205,Small molecule,4.0,CACNA1G,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1205,Small molecule,4.0,CACNA1H,Negative modulator,Blocker,['CHEMBL']
1205,Small molecule,4.0,CACNA1I,Negative modulator,Blocker,['CHEMBL']
1206,Small molecule,4.0,CACNA1G,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1206,Small molecule,4.0,CACNA1H,Negative modulator,Blocker,['CHEMBL']
1206,Small molecule,4.0,CACNA1I,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNA1,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNA10,Negative modulator,Blocker,['CHEMBL' 'DrugBank' 'GTP']
1207,Small molecule,4.0,KCNA2,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNA3,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNA4,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNA5,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNA6,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNA7,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNB1,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNB2,Negative modulator,Blocker,['CHEMBL' 'DrugBank' 'GTP']
1207,Small molecule,4.0,KCNC1,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNC2,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNC3,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNC4,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCND1,Negative modulator,Blocker,['CHEMBL' 'DrugBank' 'GTP']
1207,Small molecule,4.0,KCND2,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCND3,Negative modulator,Blocker,['CHEMBL' 'DrugBank']
1207,Small molecule,4.0,KCNF1,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNG1,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNG2,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNG3,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNG4,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH1,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH2,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH3,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH4,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH5,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH6,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH7,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNH8,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNQ1,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNQ2,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNQ3,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNQ4,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNQ5,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNS1,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNS2,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNS3,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNV1,Negative modulator,Blocker,['CHEMBL']
1207,Small molecule,4.0,KCNV2,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA1,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA10,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA2,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA3,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA4,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA5,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA6,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNA7,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNB1,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNB2,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNC1,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNC2,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNC3,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNC4,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCND1,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCND2,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCND3,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNF1,Negative modulator,Blocker,['CHEMBL']
1208,Small molecule,4.0,KCNG1,Negative modulator,Blocker,['CHEMBL']
